video_id,account,publish_date,publish_time,topic_category,topic_angle,format,hook_text,hook_model,duration_seconds,word_count,views,retention_5s,completion_rate,like_count,comment_count,share_count,favorite_count,like_rate,share_rate,performance_tier,pillars_used,is_repeat,has_script,video_url,video_title,is_hidden,notes
103,抖音官号,2024-11-29,18:02,其他,,口播,,无明确模型,79,,18338,39.17,6.39,98,8,27,,0.53,0.15,C,,FALSE,FALSE,,,是,格式默认口播，需确认
104,抖音官号,2024-11-30,17:15,其他,,口播,,无明确模型,59,,32225,45.78,19.14,143,3,42,,0.44,0.13,C,,FALSE,FALSE,,,是,格式默认口播，需确认
105,抖音官号,2024-12-01,17:00,其他,,口播,,无明确模型,46,,24345,40.89,20.5,100,12,33,,0.41,0.14,C,,FALSE,FALSE,,,是,格式默认口播，需确认
106,抖音官号,2024-12-02,17:42,其他,,口播,,无明确模型,60,,27829,38.84,13.92,117,5,21,,0.42,0.08,C,,FALSE,FALSE,,,是,格式默认口播，需确认
107,抖音官号,2024-12-03,19:02,其他,,口播,,无明确模型,95,,17314,42.66,6.02,133,9,40,,0.77,0.23,C,,FALSE,FALSE,,,是,格式默认口播，需确认
108,抖音官号,2024-12-04,18:11,其他,,口播,,无明确模型,71,,69861,40.29,12.21,285,31,129,,0.41,0.18,B,,FALSE,FALSE,,,是,格式默认口播，需确认
109,抖音官号,2024-12-05,12:30,其他,,口播,,无明确模型,70,,31,16.13,0.0,1,0,0,,3.23,,D,,FALSE,FALSE,,,是,格式默认口播，需确认
110,抖音官号,2024-12-05,12:46,其他,,口播,,无明确模型,70,,4956,17.12,2.64,24,1,26,,0.48,0.52,D,,FALSE,FALSE,,,是,格式默认口播，需确认
111,抖音官号,2024-12-05,13:46,其他,,口播,,无明确模型,68,,1220,16.81,1.84,3,0,1,,0.25,0.08,D,,FALSE,FALSE,,,是,格式默认口播，需确认
112,抖音官号,2024-12-05,15:38,其他,,口播,,无明确模型,68,,5853,17.33,2.13,30,0,12,,0.51,0.21,D,,FALSE,FALSE,,,是,格式默认口播，需确认
113,抖音官号,2024-12-05,15:38,其他,,口播,,无明确模型,70,,5921,16.79,2.48,27,0,11,,0.46,0.19,D,,FALSE,FALSE,,,是,格式默认口播，需确认
114,抖音官号,2024-12-05,18:00,其他,,口播,,无明确模型,87,,27047,52.1,14.36,151,6,94,,0.56,0.35,C,,FALSE,FALSE,,,是,格式默认口播，需确认
115,抖音官号,2024-12-05,20:56,其他,,口播,,无明确模型,40,,1243,28.07,5.68,13,1,0,,1.05,,D,,FALSE,FALSE,,,是,格式默认口播，需确认
116,抖音官号,2024-12-06,17:57,其他,,口播,,无明确模型,64,,22809,46.35,19.04,142,11,23,,0.62,0.1,C,,FALSE,FALSE,,,是,格式默认口播，需确认
117,抖音官号,2024-12-06,18:19,其他,,口播,,无明确模型,69,,700,13.09,1.67,2,0,1,,0.29,0.14,D,,FALSE,FALSE,,,是,格式默认口播，需确认
118,抖音官号,2024-12-06,18:19,其他,,口播,,无明确模型,61,,883,17.72,3.45,2,0,0,,0.23,,D,,FALSE,FALSE,,,是,格式默认口播，需确认
119,抖音官号,2024-12-07,17:40,其他,,口播,,无明确模型,59,,28156,53.67,16.95,140,13,29,,0.5,0.1,C,,FALSE,FALSE,,,是,格式默认口播，需确认
120,抖音官号,2024-12-08,17:05,其他,,口播,,无明确模型,73,,26442,51.66,21.74,127,9,5,,0.48,0.02,C,,FALSE,FALSE,,,是,格式默认口播，需确认
121,抖音官号,2024-12-09,19:38,其他,,口播,,无明确模型,63,,28166,46.65,17.26,113,14,28,,0.4,0.1,C,,FALSE,FALSE,,,是,格式默认口播，需确认
122,抖音官号,2024-12-10,18:35,其他,,口播,,无明确模型,61,,26861,50.51,30.12,115,9,30,,0.43,0.11,C,,FALSE,FALSE,,,是,格式默认口播，需确认
123,抖音官号,2024-12-11,18:24,其他,,口播,,无明确模型,55,,349542,39.07,14.34,1528,241,2797,,0.44,0.8,A,,FALSE,FALSE,,,是,格式默认口播，需确认
124,抖音官号,2024-12-12,18:32,其他,,口播,,无明确模型,47,,25684,44.56,18.77,117,5,47,,0.46,0.18,C,,FALSE,FALSE,,,是,格式默认口播，需确认
125,抖音官号,2024-12-13,18:29,其他,,口播,,无明确模型,66,,28755,47.93,14.81,144,8,22,,0.5,0.08,C,,FALSE,FALSE,,,是,格式默认口播，需确认
126,抖音官号,2024-12-14,16:51,其他,,口播,,无明确模型,75,,20757,51.81,12.97,98,4,18,,0.47,0.09,C,,FALSE,FALSE,,,是,格式默认口播，需确认
127,抖音官号,2024-12-15,17:00,其他,,口播,,无明确模型,54,,24248,51.89,13.95,136,11,56,,0.56,0.23,C,,FALSE,FALSE,,,是,格式默认口播，需确认
128,抖音官号,2024-12-16,17:50,其他,,口播,,无明确模型,65,,87416,48.1,12.41,311,14,133,,0.36,0.15,B,,FALSE,FALSE,,,是,格式默认口播，需确认
129,抖音官号,2024-12-17,18:27,其他,,口播,,无明确模型,58,,24123,43.48,12.01,110,4,0,,0.46,,C,,FALSE,FALSE,,,是,格式默认口播，需确认
130,抖音官号,2024-12-18,18:25,其他,,口播,,无明确模型,55,,37860,45.94,16.34,174,10,97,,0.46,0.26,C,,FALSE,FALSE,,,是,格式默认口播，需确认
131,抖音官号,2024-12-19,19:40,其他,,口播,,无明确模型,33,,40746,38.2,12.42,103,1,71,,0.25,0.17,C,,FALSE,FALSE,,,是,格式默认口播，需确认
132,抖音官号,2024-12-20,18:26,其他,,口播,,无明确模型,63,,15221,40.85,10.45,70,2,13,,0.46,0.09,C,,FALSE,FALSE,,,是,格式默认口播，需确认
133,抖音官号,2024-12-21,18:47,其他,,口播,,无明确模型,85,,187621,43.82,8.06,987,114,1406,,0.53,0.75,A,,FALSE,FALSE,,,是,格式默认口播，需确认
134,抖音官号,2024-12-22,17:00,其他,,口播,,无明确模型,58,,26719,54.26,12.7,123,2,12,,0.46,0.04,C,,FALSE,FALSE,,,是,格式默认口播，需确认
135,抖音官号,2024-12-23,17:28,其他,,口播,,无明确模型,46,,687134,45.44,24.13,4027,243,4326,,0.59,0.63,A,,FALSE,FALSE,,,是,格式默认口播，需确认
136,抖音官号,2024-12-24,18:28,其他,,口播,,无明确模型,59,,76236,58.11,17.99,307,21,22,,0.4,0.03,B,,FALSE,FALSE,,,是,格式默认口播，需确认
137,抖音官号,2024-12-25,18:00,其他,,口播,,无明确模型,95,,2100446,55.29,17.9,5392,669,6748,,0.26,0.32,S,,FALSE,FALSE,,,是,格式默认口播，需确认
138,抖音官号,2024-12-26,18:18,其他,,口播,,无明确模型,85,,35583,45.07,9.05,248,30,77,,0.7,0.22,C,,FALSE,FALSE,,,是,格式默认口播，需确认
139,抖音官号,2024-12-27,17:51,其他,,口播,,无明确模型,59,,97627,60.73,16.33,460,33,199,,0.47,0.2,B,,FALSE,FALSE,,,是,格式默认口播，需确认
140,抖音官号,2024-12-28,17:10,其他,,口播,,无明确模型,72,,463751,65.81,27.24,2527,183,1231,,0.54,0.27,A,,FALSE,FALSE,,,是,格式默认口播，需确认
141,抖音官号,2024-12-29,17:04,其他,,口播,,无明确模型,46,,24570,37.25,9.43,173,4,61,,0.7,0.25,C,,FALSE,FALSE,,,是,格式默认口播，需确认
142,抖音官号,2024-12-30,21:34,其他,,口播,,无明确模型,93,,9130,29.04,1.68,48,3,5,,0.53,0.05,D,,FALSE,FALSE,,,是,格式默认口播，需确认
143,抖音官号,2024-12-31,18:01,其他,,口播,,无明确模型,103,,38345,40.59,4.85,280,19,54,,0.73,0.14,C,,FALSE,FALSE,,,是,格式默认口播，需确认
144,抖音官号,2025-01-01,17:10,其他,,口播,,无明确模型,67,,31783,41.81,12.78,132,22,70,,0.42,0.22,C,,FALSE,FALSE,,,是,格式默认口播，需确认
145,抖音官号,2025-01-02,18:13,其他,,口播,,无明确模型,87,,197599,50.38,14.92,770,100,559,,0.39,0.28,A,,FALSE,FALSE,,,是,格式默认口播，需确认
146,抖音官号,2025-01-03,18:12,其他,,口播,,无明确模型,33,,27043,37.26,18.47,117,6,42,,0.43,0.16,C,,FALSE,FALSE,,,是,格式默认口播，需确认
147,抖音官号,2025-01-04,18:26,其他,,口播,,无明确模型,40,,349666,34.32,12.05,748,70,367,,0.21,0.1,A,,FALSE,FALSE,,,是,格式默认口播，需确认
148,抖音官号,2025-01-05,17:09,其他,,口播,,无明确模型,55,,708647,57.65,23.71,4235,332,3766,,0.6,0.53,A,,FALSE,FALSE,,,是,格式默认口播，需确认
149,抖音官号,2025-01-06,18:23,其他,,口播,,无明确模型,75,,9303,46.35,12.85,63,3,18,,0.68,0.19,D,,FALSE,FALSE,,,是,格式默认口播，需确认
150,抖音官号,2025-02-07,19:43,休假病假,德国护士刚入职的年假,口播,德国护士刚入职的年假天数：5天   30天 德国护士可以不上夜班：yes    no,B_数字冲击,21,86,44625,47.47,17.42,144,16,33,,0.32,0.07,C,"P8,P11,P12",FALSE,TRUE,,,否,
151,抖音官号,2025-02-09,13:41,权益加班,我在德国心内科做护士,口播,我在德国心内科做护士 科室有28张病床 夜班要求 只要是超过20个病床 必须至少要有两个正式护士 否则医院就违法了,A_反常识,61,313,19045,38.1,14.18,123,11,57,,0.65,0.3,C,"P1,P9,P11,P12",FALSE,TRUE,,,否,
152,抖音官号,2025-02-11,18:27,休假病假,全科室一起请假只剩两,口播,全科室一起请假 只剩两个护士 我们护士长直接原地爆炸 我在德国 心内科最多收28个病人 固定护士有21个,D_冲突事件,59,322,257048,58.94,19.04,1200,63,787,,0.47,0.31,A,P11,FALSE,TRUE,,,否,
153,抖音官号,2025-02-12,15:51,休假病假,我想我找到了我工作的,口播,我想 我找到了我工作的意义了 这个病人 为了感谢他住院期间 我的照顾 特地过来道谢 特别真诚的那种感谢 还对我鞠躬,其他,33,186,14715,40.64,12.03,120,4,7,,0.82,0.05,C,,FALSE,TRUE,,,否,
154,抖音官号,2025-02-14,18:32,休假病假,在德国做护士迈入第八,口播,在德国做护士迈入第八年了 中专学历的我 一个人来到了德国 那时候中专学历 只能去私立医院小门诊 家里没有硬关系,C_共情痛点,54,299,127516,36.49,11.55,425,26,95,,0.33,0.07,A,"P4,P11,P19,P22",FALSE,TRUE,,,否,
155,抖音官号,2025-02-15,13:35,夜班,刚刚有个病人又摔倒了,口播,刚刚有个病人又摔倒了 而且我有预感他总会摔倒 因为 我上班的这7个夜班里面 这已经是第三个晚上 他一直就是想要尝试着,其他,31,176,31837,47.29,17.81,166,17,17,,0.52,0.05,C,,FALSE,TRUE,,,否,
156,抖音官号,2025-02-16,16:21,夜班,夜班补贴,口播,护士连上7个夜班 给多少钱你才愿意上 我们夜班10个小时 有额外的300夜班补贴 再加上基础工资,B_数字冲击,43,236,107544,51.37,19.83,573,73,658,,0.53,0.61,A,"P1,P3,P7",FALSE,TRUE,,,否,
157,抖音官号,2025-02-19,17:47,休假病假,我们科的护士长刚休完,口播,我们科的护士长 刚休完年假回来上了两天班 现在又计划休假了 另外一个同事 刚休完10天的年假 上了两天班,其他,45,265,145103,55.28,14.21,607,17,428,,0.42,0.29,A,"P1,P11",FALSE,TRUE,,,否,
158,抖音官号,2025-02-22,10:39,权益加班,德国护士可以卡点下班,口播,德国护士可以卡点下班 可以提前下班 但绝对不能无故加班 我在德国医院心内科做护士 我们医院 合同规定的工作时间,其他,55,308,26091,44.57,12.48,221,18,64,,0.85,0.25,C,"P4,P6",FALSE,TRUE,,,否,
159,抖音官号,2025-02-23,17:52,夜班,德国护士的夜班都干点,口播,德国护士的夜班都干点啥 我们夜班是10个小时 从晚上的8:24到早上的6:36 今天我们两个护士夜班 我在心内科,B_数字冲击,46,232,54661,42.24,21.95,252,15,75,,0.46,0.14,B,"P1,P7",FALSE,TRUE,,,否,
160,抖音官号,2025-02-25,18:23,休假病假,护士家人们一年给你们,口播,护士家人们 一年给你们30天年假 你们能满足不 我们医院规定是 每人30天的带薪年假 每累积上10个夜班,B_数字冲击,52,273,8814,30.82,12.16,49,3,12,,0.56,0.14,D,"P11,P12",FALSE,TRUE,,,否,
161,抖音官号,2025-02-26,18:18,权益加班,护士拔针出血就要下跪,口播,护士拔针出血就要下跪道歉 如果连扎病人6针还没扎上 岂不是死罪了 在德国我听过最夸张的 就是一个护士 扎第6针才给扎上,其他,49,249,12275,46.44,12.69,114,6,50,,0.93,0.41,C,P11,FALSE,TRUE,,,否,
162,抖音官号,2025-02-27,19:04,权益加班,让护士长无语崩溃只需,口播,让护士长无语崩溃 只需要两步 第一步有假攒着不休 我们护士长经常说 赶紧把年假休完吧 别再拖了 再不休我就给换钱了哈,D_冲突事件,48,257,13693,48.93,20.13,93,4,11,,0.68,0.08,C,P4,FALSE,TRUE,,,否,
163,抖音官号,2025-02-28,19:52,工资收入,工资,口播,发达国家的第三大洲 一年能倒闭3家医院 很多伙伴疑问 医院还能倒闭 医院该是最赚钱的地方呀 你想错了,其他,49,246,16491,53.48,20.81,102,2,15,,0.62,0.09,C,P21,FALSE,TRUE,,,否,
164,抖音官号,2025-03-01,18:14,休假病假,在德国科室锁病床找兼,口播,在德国 科室锁病床找兼职是常事 我在心内科 28张病床 21个固定护士 还有若干个护士助理 和护理学生 医院不会加床,其他,35,193,12640,37.92,12.88,100,11,25,,0.79,0.2,C,"P1,P2",FALSE,TRUE,,,否,
165,抖音官号,2025-03-03,18:46,其他,我当护士到底招谁惹谁,口播,我当护士到底招谁惹谁了 请问呢我在德国7年 遇到大大小小的奇葩患者 也是不少 科室分饭阿姨给他分错饭了 也怪我们护士,其他,44,228,13583,44.29,10.05,99,2,9,,0.73,0.07,C,P23,FALSE,TRUE,,,否,
166,抖音官号,2025-03-05,09:02,权益加班,在德国语言辱骂护士都,口播,在德国语言 辱骂护士都是违法的 但是在个别病人眼里 护士地位真的不高 我觉得这也是德国人 不愿意做护士的原因之一,A_反常识,43,233,15472,51.03,21.84,119,6,43,,0.77,0.28,C,P4,FALSE,TRUE,,,否,
167,抖音官号,2025-03-08,10:32,护士证路径,中国德国护士工作中的,口播,中国德国护士工作中的差异 德国护士是没有考试检查的 在德国 只要拿下了德国护士证 后面就没有考试了,其他,32,180,20733,49.85,30.28,113,14,36,,0.55,0.17,C,"P20,P28",FALSE,TRUE,,,否,
168,抖音官号,2025-03-11,17:28,夜班,夜班很多时候都会被抢,口播,来了德国之后才知道 夜班很多时候都会被抢着上 我呀在心内科 住满了也就28个病人 夜班 我们至少有两个正式护士,其他,49,256,1872703,58.64,29.1,4199,436,6476,,0.22,0.35,S,P7,FALSE,TRUE,,,否,
169,抖音官号,2025-03-12,18:40,权益加班,我在德国医院心内科做,口播,我在德国医院心内科做护士 合同规定 每周工作时长是38.5个小时 护士擅自加班是违法的 如果被动加班 要么给护士补休,A_反常识,50,262,22925,46.13,22.1,138,9,62,,0.6,0.27,C,"P1,P2,P4,P5",FALSE,TRUE,,,否,
170,抖音官号,2025-03-14,11:02,权益加班,德国队护士到底有多人,口播,德国队护士到底有多人性化 上下班不用打卡 卡点来到点走 我们每周工作是38.5个小时 每个班次是7.7个小时,B_数字冲击,47,251,20693,45.46,19.78,162,13,47,,0.78,0.23,C,P4,FALSE,TRUE,,,否,
171,抖音官号,2025-03-15,16:36,权益加班,来到德国才知道护士长,口播,来到德国才知道 护士长就喜欢有啥说啥的 护士我们平时的排班 都是自主选择 护士长 会提前把排班表踢出来,其他,53,293,29026,41.83,13.2,198,36,65,,0.68,0.22,C,"P20,P28",FALSE,TRUE,,,否,
172,抖音官号,2025-03-18,10:45,护士证路径,做护士不考试不比职称,口播,做护士不考试 不比职称 没有护理部检查 这不得爽翻天了 我现在在德国医院的心内科 28张病床 21个固定护士,其他,45,247,14327,34.36,10.63,113,11,46,,0.79,0.32,C,"P1,P2,P23",FALSE,TRUE,,,否,
173,抖音官号,2025-03-19,18:13,其他,明明是医生下错医嘱护,口播,明明是医生下错医嘱 护士却被病人臭骂了一顿 护士 前要面对患者的区别对待 后要承担背锅重任 当背锅侠是常有的事情,D_冲突事件,48,272,15855,38.28,12.07,94,3,6,,0.59,0.04,C,,FALSE,TRUE,,,否,
174,抖音官号,2025-03-21,09:50,权益加班,99%的德国护士都没,口播,99%的德国护士 都没有上过大专本科 更多的是通过职业培训后 到医院做护士 所以对德国医院来说 咱国内的中专,C_共情痛点,54,283,15164,41.06,11.83,131,18,25,,0.86,0.16,C,P22,FALSE,TRUE,,,否,
175,抖音官号,2025-03-22,15:54,夜班,很多外行们眼里的铁饭,口播,很多外行们眼里的铁饭碗 工资高还轻松的护士 夜班是怎么上的 一个夜班长达12个小时 中间每两个小时要巡视一次,其他,54,303,13862,38.17,17.74,102,2,3,,0.74,0.02,C,"P7,P23",FALSE,TRUE,,,否,
176,抖音官号,2025-03-24,19:22,护士证路径,我在德国做护士工资起,口播,"我在德国做护士 工资起薪3,300多欧 大概是2万多人民币 医疗免费 教育免费 失业了能领失业金 没有考试",B_数字冲击,41,198,1160575,49.02,15.39,11480,1529,4618,,0.99,0.4,S,"P14,P20,P22,P25,P27,P28",FALSE,TRUE,,,否,
177,抖音官号,2025-03-25,18:41,夜班,我在德国内科病房做护,口播,我在德国内科病房做护士 4月份的排班出来了 我要上15个大夜班 对你没听错 一个月要上15个夜班 每个夜班10个小时,其他,57,292,28490,45.01,17.74,188,24,34,,0.66,0.12,C,"P3,P7",FALSE,TRUE,,,否,
178,抖音官号,2025-03-26,18:15,权益加班,我在德国做护士区别于,口播,我在德国做护士 区别于国内大部分的医院 都是下了夜班休三五天 或者是连上连休 比如说连上3个夜班 连休3天 我们科室,其他,38,189,55485,39.35,16.99,258,14,88,,0.46,0.16,B,P1,FALSE,TRUE,,,否,
179,抖音官号,2025-03-28,18:31,工资收入,工资,口播,护士工作出错 护士长不批评 她反而不当回事 这边真的犯错之后 没有通过批评啊 扣工资或者是张着 全科室的人过来,其他,58,343,31916,49.9,16.45,204,6,20,,0.64,0.06,C,,FALSE,TRUE,,,否,
180,抖音官号,2025-03-29,16:14,权益加班,在德国做护士千万别像,口播,在德国做护士 千万别像在国内那么卷 说实话我在德国工作7年多 还是不适应 今天我就晚了5分钟 他就过来催了,B_数字冲击,39,210,447850,34.15,16.29,1845,223,1682,,0.41,0.38,A,"P5,P23",FALSE,TRUE,,,否,
181,抖音官号,2025-03-30,16:35,权益加班,德国护士不限学历不限,口播,德国护士不限学历 不限身高长相不限工作经验 不用加班 不用演讲汇报 更不用应对考试检查 我在国内中专毕业,C_共情痛点,46,249,16642,37.1,17.5,133,19,36,,0.8,0.22,C,"P2,P12,P20,P21,P22,P23",FALSE,TRUE,,,否,
182,抖音官号,2025-04-01,17:31,工资收入,来德国后才发现原来护,口播,来德国后才发现 原来护士部考试没检查 没有学历的要求 是真实存在的 德国护士找工作 卡学历卡年龄卡身材卡长相,C_共情痛点,33,183,17117,42.52,13.92,113,5,32,,0.66,0.19,C,"P20,P28",FALSE,TRUE,,,否,
